id,message,original,genre
29466,"I do admit some voluntary organisations have reached the affected villages prior to government agencies, but it does not mean the government has failed to discharge its responsibilities, said Jagadananda Panda, a top relief official.",,news
29467,"Lakes and freshwater wells in central Burma are drying up, fuelled by hot weather and abnormal river flows resulting from hydropower projects.",,news
29469,"Changes to Togo's electoral code, approved by parliament on 8 February ahead of legislative elections scheduled for next month, are aimed at facilitating the holding of polls and the functioning of the country's electoral commission, legislators said in a communique.",,news
29470,"The Islamists have also carried out deadly ambushes across Nigeria's borders and in recent weeks suicide bombers, many of them women, have staged several attacks in Nigeria, Cameroon and Chad.",,news
29472,"We have focused on saving 'auxiliary transformer' which is the most sensitive equipment installed in the grid station, he said.",,news
29473,"In order to be able to continue and expand the work currently being done, The Salvation Army is urgently appealing for donations to support our efforts in this enormous tragedy.",,news
29474,A total of 193 air cargo shipments into Yangon have now been organised.,,news
29476,"Damage to Taiwan's industrial base was described as modest, but with the earth still moving and power constrained, officials said it was difficult to know how much exports -- the island's lifeblood -- would suffer.",,news
29477,"Taliban and opposition soldiers also exchanged heavy gunfire in the eastern province of Kunar, but fighting had scaled down since fierce clashes on Monday, opposition sources said.",,news
29479,The refugee agency saw the number of spontaneous - or unassisted - returns surpass assisted returns for the first time since the UNHCR programme began.,,news
29480,"According to the Coordinating Committee on Cessation of Hostilities, a body set up by the government and the MILF in 1997 to prevent small incidents leading to wider conflict, the fighting may have been linked to a rido or family feud rooted in a land dispute between two commanders of the MILF and BIFF.",,news
29481,The fine-tuning of food deliveries enabled the ICRC-chartered helicopters based in Timika to be used in the most cost-effective way.,,news
29482,"Muslim Aid is dismayed at the spiralling violence in Sri Lanka, as the country slips back into an ethnic conflict that has claimed more than 60,000 lives over two decades of fighting.",,news
29483,Similar practices in the past - from Nazi Germany in the 1930s to Rwanda in the early 1990s - have led to the most horrible crimes.,,news
29485,"(a) Despite heavy rains in the western and central regions, La Union, Usulutan and San Miguel have been affected by a shortage of rainfall that has harmed the development of maize and bean crops.",,news
29486,A successful system will be one that is transparent about the decision-making and registration process in order to ensure that a vibrant civil society is not subject to political motivated exclusions.,,news
29487,"He criticised the government for ""almost inaction"" and its ""lukewarm attitude"" in tackling insecurity, which had seen young men forcibly conscripted into the militants' ranks and women forced to marry Islamist fighters.",,news
29488,Commercial mini-buses continued to run.,,news
29489,"This has adversely affected maize yields in Southern Mozambique and rice, sorghum and maize in Central Mozambique.",,news
29490,A 25kw generator was provided to the Frontier Scouts-KPk to support their flood relief efforts.,,news
29491,"As part of Merlin's nutrition activities, an additional 55 metric tonnes of fortified blended foods such as UNIMIX and Plumpy Nut, a high protein and high energy peanut-based therapeutic food product often used to treat severe malnutrition, has been distributed in seven union councils of Upper Swat to communities most vulnerable over winter.",,news
29493,"However, resettlement has not been an option for Afghan refugees in either Iran or Pakistan, although both countries have acquiesced in high levels of unregistered economic migration over many years.",,news
29494,"But in Mozambique, as the international community finally stirs itself to the scale of the country's flood disaster, coordination between the military and humanitarian sector has been surprisingly smooth, sources told IRIN.",,news
29495,"Political opponents say that Mr. Bakrie, formerly chief economics minister, only kept his cabinet post in an April reshuffle because he is a financial backer of President Yudhoyono, who faces reelection in 2009.",,news
29496,*Partners in the Guinea Ebola vaccine trial The Guinea Ebola vaccine trial is the coordinated effort of many international agencies.,,news
29497,The Secretary-General calls on States to address: unlawful arrests and harassment of United Nations staff; obstruction of freedom of movement of United Nations and humanitarian workers; and impunity for crimes against them.,,news
29498,"Three convoys of NFRI were dispatched from Colombo on 21 February 2005 for Batticaloa (two IOM-hired trucks), Trincomalee (two IOM-hired trucks) and Jaffna (one UNHCR truck).",,news
29500,"In one district visited by a Federation delegate, a reservoir, which had been partially repaired after the earlier flooding, was once again broken down by the flood waters.",,news
29502,The report was very intrusive and attempted to intrude into the internal domestic policies of Myanmar.,,news
29503,The father of nine ekes out a living growing lettuce and melons on a small patch of red earth irrigated by a pump given to him by the French army.,,news
29504,"The flood situation in District Dhemaji , water level in rivers were receding, road and rail communication remained cut off with rest of the country.",,news
29505,"This programme is part of UN Women's humanitarian mandate, which aims to strengthen armed forces and peace-keeping missions in the prevention of sexual and gender-based violence as well as human rights and women's rights in conflict situations.",,news
29506,"Mass cremations are being held but the challenge is to extricate bodies from the rubble, an undertaking which requires masks and special gear.",,news
29507,"The premier survived a no-confidence vote in June by promising to resign at some point in the future, and has since indicated that he will step down if three key bills, including the budget, are enacted.",,news
29508,Anti-riot police were called in to quell protests and several hundred residents of the camp were arrested in connection with the burning of two police vehicles.,,news
29509,Laboratory results have confirmed yellow fever by IgM ELISA test and PCR in 40 clinical samples.,,news
29511,IOM's vehicle fleet currently consists of 102 trucks and 33 minivans operating at full capacity.,,news
29512,"Governments and other financing sources in recipient countries, including project participants, contributed US$9.2 billion, and multilateral, bilateral and other donors provided another US$7.2 billion in cofinancing.",,news
29513,"MR continues to procure relief items locally from the supply and logistics chain that it has established to address the changing needs on the ground, with the next batch scheduled to be delivered on Tuesday.",,news
29515,There are reports of ongoing fighting at the air force base closer to Maiduguri.,,news
29517,"About 30 minutes after the first attack, a suicide bomber blew up an explosives-laden four-by-four at the Somair uranium mine and processing facility as employees reported for work at the site, which is majority-owned by France's Areva.",,news
29518,"Noting that the prolonged foreign occupation of the State of Palestine was another violation of international law, he condemned the indiscriminate rocket attacks from Hamas and other militant organizations in Gaza against civilian targets in Israel, as well as the disproportionate use of force by the Israel Defense Forces.",,news
29519,"Banou said the government needed 70,000 litres of insecticide, four-wheel drive vehicles fitted with spraying equipment and crop-dusting planes within the next few days.",,news
29520,Surface communication has been completely disrupted affecting the public utilities and getting the relief materials.,,news
29521,"Despite the huge international support of the campaign to #BringBackOurGirls, the girls still haven't been found, and disturbingly: - Boko Haram attacks are more and more violent: destroying villages, committing mass murder and kidnapping women and children - last year Nigeria had more civilian war deaths than any other African country - latest research shows that nearly 6,450 civilians died in 2014 because of the conflict started by Boko Haram.",,news
29522,"Relief supplies continue to pour into the student center of the Acehnese students' dormitory in Jogjakarta, on the island of Java.",,news
29523,"At least seven people died on Thursday when police dispersed demonstrating supporters of the opposition RENAMO party in central and northern Mozambique, AFP said.",,news
29524,"He told me the story of how he sent the first email, last February, about a mysterious disease that was killing people.",,news
29525,There are discussions between health organizations on use of screening methodology for nutritional standards.,,news
29526,"While most belg farmers are accepted as beneficiaries for food relief, farmers in the belg/meher areas are not accepted although the situation is no better off.",,news
29527,"The government's disaster management authority, the Instituto Nacional Gestao da Calamidades (INGC) said an estimated 60 percent of outpatients and 40 percent of hospital admissions were due to malaria.",,news
29528,172 hectares of banana plantations 106 classrooms destroyed Ngoma,,news
29529,The predominantly Muslim region has not been popular among Western tourists since January 2004 when a long-simmering separatist movement turned more violent.,,news
29530,"The balance of the funds will be unearmarked and may be allocated to any projects identified in the Appeal at your discretion, We would be grateful if you could consult us on the allocations to be made with these unearmarked funds at the appropriate time.",,news
29531,"JAPAN: Pledged $30 million in aid, sent three navy vessels to Thailand to help rescue survivors.",,news
29532,The commission recommended that the absolute monarchy continue in its present form and that political parties remain banned.,,news
29533,"1.7 billion Rupees) grant, bridges between Padiyathalawa and Eravur on the A5 in Maha Oya and Eravurpattu DS Divisions, and Panichankerny bridge and causeway on the A15 (Trincomalee-Batticaloa Road) is to be reconstructed.",,news
29534,"As well as the risk of being caught up in the fighting, cases of abduction, extortions, disappearance, threats and intimidation of civilians continue to be reported throughout the east and north.",,news
29535,"Basic community education regarding hand washing and water purification will reduce the incidence of diseases and this, accompanied by nutritional interventions of fortified foods and supplements, can keep the underlying levels of malnutrition from getting worse.",,news
29536,Local level volunteers (shock brigades) have been trained in safety messages for families living in remote areas to prevent drowning and in basic health messages from the community based first aid programme of the VNRC.,,news
29537,It is also developing market gardens to improve production during the dry season.,,news
29539,"IOM Banda Aceh yesterday welcomed the deployment of 950 members of the Japanese Self Defence Force (JSDF), providing minibuses to transport a group of JSDF personnel brought ashore by hovercraft onto a remote beach.",,news
29540,"At the moment, drinking water, emergency shelter, warm clothing, cooking facilities and hygiene kits are a priority.",,news
29541,"Besides leveling homes, trees and utility poles, the storm wiped out roads and crops and killed livestock.",,news
29543,"In February and March, however, over 2,000 children were immunised against measles and medication against typhoid, malaria, diarrhoea, together with water purifying tablets, were supplied.",,news
29544,"In Garissa, the rift valley fever has now claimed 48 lives with more currently admitted in critical at the Provincial Hospital.",,news
29545,"Incessant rain since Sunday night has left hundreds of Indian and Nepali pilgrims stranded at the temple, he added.",,news
29548,"The situation will continue to be monitored, with appropriate interventions, including provision of testing and treatment supplies, indoor residual spraying (IRS) and mosquito net distribution.",,news
29550,The representative of France asked what the Rapporteur would do to help the country realize legislative changes.,,news
29551,There is no direct treatment to combat the measles virus; however the complications can be treated to reduce mortality.,,news
29552,NIGERIA: Government team investigates religious clashes in Jos,,news
29553,"People are currently living in makeshift shelters made from debris (plywood, wood, corrugated iron sheets) that they have salvaged.",,news
29555,Over 90% of the houses were found to be destroyed or damaged beyond repair.,,news
29556,"During 2002, in addition to the regular SFP, there will be a mother and child nutrition component to cater for the malnourished pregnant and nursing mothers and pre-school children.",,news
29557,The Public Works Department of Central Java plans to install six boreholes including water pump (Grunfos 500 watt with capacity 30 liters per minute) in Gantiwarno and Prambanan districts.,,news
29558,"Sudan, Uganda sign pledge to stop backing rebels: Uganda and Sudan moved closer to normalising their relations when they pledged to undertake to stop supporting each other's rebel groups in an agreement signed on December 8.",,news
29561,"Thanks to a well coordination between the Vietnamese government and neighbor countries all the offshore fishing boats safely evacuated and no fisherman died of the typhoon.Ideally under normal conditions teams would be established that would work in rotating shifts, but this is not viable in evacuation shelters with many elderly people because of the extra amount of care they need beyond immediate necessities like food, clothing and shelter.",,news
29562,Relief officials have stressed the vital importance of bringing in clean drinking water and sanitation equipment to avoid deadly epidemics that in a worst case scenario could claim as many or more lives than the tsunami itself.,,news
29563,"More than 20,000 marooned people have taken shelter in schools and colleges in Shahdakdot where social and political organisations are providing them food and medical assistance.",,news
29564,"In response to the devastating tsunami the Australian trade union movement, through its overseas aid arm, Union Aid Abroad - APHEDA, is calling for working women and men to donate generously to the APHEDA appeal for the survivors in South Asia.",,news
29565,"DFID also deployed a team of more than 60 UK International Search and Rescue (UKISAR) responders and specialist rescue dogs - ¬¨¬£2.5 million for the UN Humanitarian Air Service to enable organisations already on the ground to deliver aid to isolated areas and - more than ¬¨¬£300,000 for Mission Aviation Fellowship (MAF) to provide 2 Airbus 350 helicopters to get help to more remote regions.",,news
29566,Several government ministers were arrested when the mutinous troops attacked the presidential palace on Wednesday night.,,news
29567,"SHIMLA: The heavy snow that pounded much of the north-western Himalayan belt on Thursday and Friday disrupted normal life and brought traffic to a standstill, uprooting big trees and electric poles, snapping power lines, freezing piped water lines and damaging several houses and cars.",,news
29569,"Patients should consult their doctors about what kind of blood tests they should take, and not only focus on blood platelets, she added, as a decreasing number of blood platelets is not the only indicator of a dengue infection.",,news
29570,The ICRC is on standby with maize/sorghum seeds which it can distribute as soon as the water recedes.,,news
29571,"The opening of a third point at Teethwal in Tangdhar has been deferred from Thursday to Saturday as Pakistani authorities are yet to complete a footbridge to facilitate crossings, the report said.",,news
29572,"The 2001 programme of evaluation initiatives in emergencies, which is being proposed to interested donors, is part of the EHA core needs for emergency health intelligence and capacity building, and will be included in the forthcoming ""Global Appeal for Health Emergencies and Humanitarian Action"".",,news
29573,"Still on the lessons from the tragedy, an NGO, African Disaster Foundation, has urged the National Assembly to amend the National Emergency Management Agency (NEMA) Act of 1999 by making provision for the establishment of local emergency management committees by the 774 local governments in the country.",,news
29575,A source close to the donors said the army battalion nos. 66 and no. 77 stopped the donors on the road to Bogale from Rangoon.,,news
29576,"In the last six months, we injected 7,000 tons of improved-seed wheat varieties that we collected all over Central Asia that is drought resistant.",,news
29577,"We have provided 250,082 people with clean water supplies, conducted hygiene promotion sessions with 16,938 people, provided 31,507 people with hygiene kits and assisted in the search and rescue of 58,208 people.",,news
29578,"In Zambezia Province, a hygiene promotion campaign is under way, with UNICEF assistance, and chlorine, chlorofloc sachets, soap, jerry cans, water bladders and water stations have been distributed.",,news
29579,"Once completed and broadly endorsed by the Executive Boards of the IMF and World Bank, the PRSP will provide the policy framework for future reviews under this PRGF arrangement.",,news
29581,"On November 17, a BHR/OFDA airlift of 200 rolls of plastic sheeting, 8,000 blankets, and 4,000 water containers arrived in Nairobi for onward transport to Somalia by WFP and distribution by UNICEF.",,news
29582,"Ebola, one of the world's deadliest diseases, has killed nearly 700 people in West Africa since an outbreak began early this year.",,news
29583,"Thousands of people suffering cold related diseases (cold, fevers, pneumonia, asthma, respiratory complications) in many affected districts have approached medical centres for treatments.",,news
29584,"For rural villagers and private farmers, raising livestock is a significant aspect of their livelihood and of household food security, providing the primary means of savings and investment of any earnings, as the value of livestock will not depreciate and banks are considered too risky.",,news
29585,"One of the major irrigation dams, El Guapo, had even collapsed.",,news
29587,"To ensure sustainability, at least 15 community volunteers were trained to spear head the hygiene component of the project supported by the Ministry of Public Health and Sanitation.",,news
29588,"The local consultative group, an apex body of both bilateral and multilateral donors, met just today to discuss with the government the modalities of coordinated efforts for relief as well as rehabilitation support to the floods victims.",,news
29589,Approximately 200 IDPs displaced from the district to uncleared areas in Batticaloa in August have returned to Trincomalee in the past few days due to the intense fighting around Vaharai.,,news
29590,"We have also provided additional shelter, blankets and flood resistant homes to quarter of a million people.",,news
29591,"The Japan Committee for UNICEF and UNICEF have also been helping distribute nutrition supplements with partners, a particular need as prolonged stays at evacuation centres are resulting in insufficient or unbalanced diets.",,news
29592,Another 20 residential buildings were destroyed in neighboring Nyemo County but no casualties were reported.,,news
29593,If there is water I'll take a shower - If not I'll use the hand sanitizer under the armpit trick!,,news
29594,"FAO assistance has taken the form of training boat-builders, boat repairs, supplying boat engines, fishing nets, fish processing equipment, seeds, fertilizer and farm tools, motorized cultivators, cash-for-work to clear debris from farm land, advice on dealing with salt water damage, recommending sustainable timber-use policies, and planning coastal management.",,news
29595,"Farmers have seen revenues hit by falling demand, the regional economic crisis, drought and mismanagement.",,news
29596,"On the other crisis, the resignation of Ms. Yussur Abrar, Governor of the Central Bank, on 30 October drew stark attention to the need for more robust public financial management and transparency.",,news
29598,"While Niger gets ready for general elections in 2016, its security forces must also contend with the threat of jihadist movements coming across the border from Mali and Libya.",,news
29599,"The US Department of Defence's chartered flights this week delivered an estimated 40 mt of WFP's high energy biscuits from Italy, which have been transported at a cost of US $250,000, added the USAID report.",,news
29600,Many of dead prisoners were RENAMO supporters who had been arrested following nationwide anti-government demonstrations in November.,,news
29601,"The ICRC has repeatedly reminded all parties to the conflict that they must respect the rules of international humanitarian law, and take constant care in the conduct of military operations to safeguard the lives and dignity of the civilian population, and to protect medical institutions and staff.",,news
29602,"On day three the establishment of a tented camp at Balakot (area population 242,500; town pre-quake pop.60,000; at least 25,000 houses out of 34,000 in ruins) with a holding capacity of some 200 souls was started, operated by a mixed team of five Pattan staff members in support of displaced families.",,news
29603,"In addition, a secondary school for 132 pupils, a post office, club, library, medical center, substation have been built.",,news
29604,"In Tunisia, the emergence of fundamentalist groups gives cause for concern.",,news
29605,"Overseas, we work primarily through multilateral organizations, such as the UN refugee agency (UNHCR), the International Committee of the Red Cross (ICRC), and the International Organization for Migration (IOM).",,news
29606,"The clearest evidence of Chernobyl impact on human health was damage to the thyroid gland, a crucial hormone-producing organ located by the esophagus, which absorbs iodine.",,news
29607,"The courses are in electrical wiring, aluminum fabrication, out-board motor repair and commercial tailoring.",,news
29608,"- A C-17 and two C-130 arrived on October 10, carrying relief supplies, a 10-ton forklift and two cargo handlers, as well as a humanitarian coordination team.",,news
29609,"The horrible suicide blast, carried out by desperate and violent criminals, killed at least 15 innocent civilians, while 20 others are injured, said Mogadishu mayor Mohamed Ahmed Nur, updating an initial toll of 11.",,news
29610,"High risk groups are pregnant women, children between 6 to 24 months are, and patients with chronic respiratory conditions.",,news
29611,"She added: ""It borders on wickedness.""",,news
29612,They have been instrumental in training local mechanics on manual drilling to save some shallow drinking wells in addition to the maintenance and development of critical water sources in the southern region.,,news
29613,"Relief is also being provided at the rate of Rs.10, 000 for fully damaged houses and Rs.6, 000 for partially damaged houses.",,news
29614,Power supply is gradually restored after the work of repairing teams sent by the government.,,news
29615,The risk of not responding appropriately to situations could create voids that extremist organizations would exploit to their own advantage.,,news
29616,The federal government on Wednesday sent bleach powder and other disinfectants to Orissa in a bid to stop or contain any outbreaks of disease.,,news
29617,"At Daadab, where floods have destroyed the camp's collapsible latrines, UNICEF is distributing water-purification tablets and oral rehydration packs to treat diarrhoeal dehydration, as well as emergency health kits.",,news
29618,"It also expressed its readiness ""to consider appropriate measures, including targeted sanctions, against those who prevent the restoration of the constitutional order and take actions that undermine stability in Mali.""",,news
29620,Train teachers to ensure quality education through child-focused learning in an appropriate environment and psychosocial support.,,news
29621,"NGOs are providing resettlement kits, consisting of 10 to 12 zinc sheets, 1 kg of chicken wire, 1 kg of nails, 20 poles and some tools.",,news
29622,"The shift from more traditional to large scale factory farming methods has also degraded soil quality, making it harder than ever for farmers to make a living.",,news
29625,"The relief items include bottled water, beaten rice, semolina, sugar, water purifying tablets, candles, lighters, and oral saline for treating diarrhoea.",,news
29627,"""The Security Council commends the parties for the constructive dialogue and discussions held in Algiers between 16 July and 24 July 2014, leading to the consensual adoption of the road map (""Feuille de route des négociations dans le cadre du processus d'Alger"") by the parties.",,news
29628,"The President of Sudan, Omar Al-Beshir declared a three-month, country-wide state of emergency in a televised speech at 11.00 PM ( 21.00 GMT) on Sunday, 12 December and dissolved parliament in Sudan.",,news
29629,2.5 WFP is preparing a deployment plan for the WFP-chartered helicopter which arrived in Addis Ababa on 2 June.,,news
29630,Half of them are living in camps and settlements along Zambia's western and northern borders.,,news
29631,"Furthermore, poor grazing conditions are threatening livestock in the country and a considerable number of large and small stock have already died as a result of the drought.",,news
29632,Funding for this humanitarian aid announced today was provided for in the February 1999 budget and is therefore built into the existing fiscal framework.,,news
29633,"World Vision also provided fishing boats, nets, ice boxes, diesel engines, auto rickshaws, petty shops, and other livelihood recovery interventions in Andhra Pradesh.",,news
29634,"To ensure safety, local railway authorities closed the tracks on one side of the rail line.",,news
29635,"In a related development, Mr. Ban has noted the Government's decision to proceed with the constitutional referendum scheduled for 10 May, while postponing it in some of the areas most affected by the cyclone.",,news
29636,This week's capsizing is the first incident reported in 2012.,,news
29637,"She said over the years, they have demonstrated trust and commitment in ensuring that Lassa fever and other hemorrhagic fevers are prevented and control, adding that the handing over of the rehabilitated Annex Ward is the continued commitment of Tulane's project to the public health system of the country.",,news
29638,"Nearly six months after the Indian Ocean tsunami battered Sri Lanka's coast and flattened communities on both sides of the ethnic divide, senior government aides say bickering over the issue within the ruling coalition could force a snap election.",,news
29639,"Building the capacity to respond quickly to rapid onset emergencies goes hand in hand with other sustained efforts by national governments and humanitarian partners to improve the lives of millions.""",,news
29640,"Clothes, cooled or perishable food, labourers, other manpower not required.",,news
29641,"We urge infinite jihad and a struggle against infidel regimes and the establishment of God's sharia and for Muslims to be freed, he added.",,news
29642,"In this capacity, Ly covers the entire rural community of about 1,200 people and ensures regular monitoring of farms in two villages, where 11 pilot producers who have applied conservation agriculture techniques this year have seen similar results.These have been restored using gensets.",,news
29643,"It had eradicated polio, and suffered no deaths from diarrhoea.",,news
29644,"The Government of Balochistan has reiterated its request to expand the drought emergency food programme to two other severely affected districts, Lasbella and Awaran, which have not received rainfall for several years.",,news
29645,"A local newspaper, Serambi, reported on Wednesday (5 Nov.), that 252 IDPs (59 families) from Seunebouk Pangau, Keude Geurubak and Banda Alam sub-districts of East Aceh district fled their homes on 31 October to avoid frequent clashes between the military and GAM in their villages.",,news
29646,"BHUBANESWAR/NEW DELHI, India (Thomson Reuters Foundation) - Anger over the slow and patchy delivery of aid is growing amongst survivors of a fierce cyclone that battered India's east coast almost a week ago and the delays have sparked protests and looting in some areas, aid workers said on Friday.",,news
29647,"BANGKOK, 30 September 2010 (IRIN) - A bed sheet to stop bleeding, broken furniture as splints for fractures, Buddhist temples turned into evacuation centres and bottled water to decontaminate wounds: People are often forced to innovate when disaster hits.",,news
29648,"Until now, 50% of the rings were vaccinated three weeks after the identification of an infected patient to provide a term of comparison with rings that were vaccinated immediately.",,news
29649,45 geminies (Inflatable rubber boats) along with out board motors and other diving equipment have been dispatched with the diving team.,,news
29650,"The death toll is somewhere around 86,000; people also died due to untreated injuries and from further aftershocks and landslides.",,news
29651,"Long awaited and badly needed, this dedicated Ebola treatment unit has 120 beds, with 30 beds in a triage area, a design feature that improves safety for patients and staff.",,news
29652,"According to a WFP statement, the ship loaded with US wheat arrived in Pakistan's Port Qasim on the Arabian Sea, and the food will now be transported to the landlocked Central Asian nation.",,news
29653,"In principle, there is a general hospital and infectious disease hospital every rayon.",,news
29654,"There was a new head of mission, and UNIFIL was continuing to patrol all areas to ensure its mandate and prevent any weapons smuggling.",,news
29655,"These include aging systems, low maintenance of canals and pumps, inability to pay high electricity bills, lack of fertilizers, and outdated irrigation techniques.",,news
29656,"These are political decisions which contrast with the broad international mobilization for countries hit by drought or subject to bloody wars, as was seen recently in Kosovo and Ethiopia.",,news
29657,"Households have been encouraged to make water washing stands close to their latrines, with a place for soap, so that hand washing becomes a habit.",,news
29658,"It will also finance a 60 km natural gas pipeline that will improve the reliability of gas supply to the plant, and an 11 km electricity transmission line so that power from the plant can be distributed to consumers.",,news
29659,"The coup follows a May government reshuffle that appointed Waghf prime minister; a July no-confidence vote against the government, which then resigned; an ensuing threat by the president to dissolve the National Assembly, and the resignation of almost 50 deputies earlier this week from the ruling party.",,news
29660,"The UN Development Programme (UNDP) is the implementing partner for the project which will address knowledge gaps on the dangers of proliferation of such arms through an advocacy and sensitization campaign; build the capacity of stakeholders, collect and destroy such arms and undertake the provision of social amenities in border communities as development incentives.",,news
29661,"It is scaling up its response to support government cholera treatment units, provide clean water to families and increase the number of trained community health workers that operate in the area.",,news
29662,"Second, factional clashes are taking place between rival Afghan political and military actors seeking regional influence, which has led to both inter- and intra-ethnic violence.",,news
29664,"So far, there has been little information from the area around the epicentre, but several buildings in Kathmandu are reported to have collapsed.",,news
29665,"War Child delivers fresh fruit and vegetables to over 600 people every week in different locations: The Shtime Institute, which is a secure unit for mentally and physically handicapped people with 300 patients of mixed ethnic backgrounds, The Deaf School in Prizren where there are 120 pupils, and needy families in the Sunny Hill area, Pristina, where children are malnourished and little food and social help is being given.",,news
29666,"More than 400 sachets of residual spray have already been distributed to the highland malaria -prone areas of Nandi, Nyamira, Kericho and Bureti.",,news
29667,"Since the French-led offensive, numerous Malian soldiers have been implicated in summary executions, torture, and enforced disappearances of suspected Islamist rebels and alleged collaborators.",,news
29668,Response has been a combination of ground and aerial attack.,,news
29669,"As a contingency measure and to expedite the relief operation, IRCS is dispatching from the Delhi warehouse 300 rolls (for 3,000 families) of polythene sheets.",,news
29671,The whole project was conducted in the spirit of strong Christian fellowship.,,news
29672,The United Nations has only received firm commitments of U.S. $37 million of the U.S. $312 million flash appeal it launched in the aftermath of the earthquake.,,news
29673,"We think, and this is what everybody wants, that from January 2002, the Comoros will return to a situation of constitutional normality,"" he said.",,news
29674,"Better nutrition, post-natal care and other life saving interventions are also helping countries move towards meeting the Millennium Development Goal of reducing child mortality.",,news
29675,"PM Bhattarai, who reached the district to inspect the flood affected areas as well as assess human casualty and damages to properties caused by the flood, also announced Rs 25,000 as emergency relief fund to those who have been rendered homeless after the flood swept their houses away.",,news
29676,This Council itself has a special responsibility to see that justice is done when our colleagues are the victims of deliberate acts of violence.,,news
29677,"Built at a cost of Rs.150 million ($3.2 million), the 'village of hope' has 239 concrete dwelling units, with the layout including open spaces that would ensure that strong winds blow through the village and not against it, and the village itself is not battered.",,news
29678,"Like that we want a fair representation at the regional level and district levels. The quakes flattened hundreds of houses, cracked more than 1,000 roads and triggered 11 fires, police and municipal officials said. The World Bank Group funds have been providing support to more than 18,000 schools as they have reopened, including through ensuring cleaning and sanitizing of schools, building or repairing handwashing stations and water points in schools, and training teachers to use thermometers. - access to pure drinking water;. But a meeting of members of Parliament geared toward naming a committee to choose a new speaker yesterday disintegrated into an all-out brawl of punching and kicking. Amnesty International also documented human rights violations committed against refugees by Kenyan security forces, including police abuse and forced returns to Somalia. This is the alternative route linking Maputo to parts of the country north of Xai Xai while the main national highway (EN1) remains impassable between Chicumbane and Xai Xai. The town has changed hands many times, each occasion bringing fresh allegations of civilian killings. In addition to items flown from Beira to Caia, then transported by road to Chupanga, five 4x4 trucks hired by the CVM, the Federation, and the Spanish Red Cross arrived in Chupanga from Beira a week ago. The ex-rebel combatants, on their side, acknowledged the harsh impact landmines and the conflict had left on their communities and recognized the usefulness of more enhanced cooperation with the authorities.""",,news
29679,"Failed rains and a locust infestation wiped out much of last year's crop of millet, the staple cereal of the Sahel, the dry and dusty belt that runs across Africa just below the Sahara desert.",,news
29680,"100 beneficiaries in Suduwella (Dickwella Division), along with 168 beneficiaries in Paramulla, Madiha (Matara Division) and 100 beneficiaries in Gurubebila (Weligama Division) throughout this week will continue environmental sanitation work (refilling of abandoned coir pits, clearing of blocked drains and mosquito breeding centres) through a Cash for Work Programme funded by the American Red Cross.",,news
29682,"Over 300,000 houses were completely destroyed and nearly 900,000 damaged The estimated loss including extensive damage to industrial establishments is ¬¨¬£3.5 billion4.",,news
29685,"According to the [UAE Foreign Aid Report 2011](http://www.ocfa.gov.ae/En/MediaCenter/OCFANews/Pages/UAEdisbursesAED774billioninforeignaidin2011,benefitting128countries,andcommitsAED6749millionforfutureprojects.aspx), the UAE disbursed a total of AED 7.74 billion ($2.11 billion) of foreign aid benefiting 128 countries across the world, and committed AED 674.9 million ($183.7 million) in 2011.",,news
29686,"AFP correspondents witnessed poor turnout at polling stations across Bamako throughout the day, while residents contacted by telephone painted a similarly sparse picture in northern Mali.",,news
29687,"The volunteers would then participate in a memorial service at the site of Anjar Taluk in Kuchchh district on the 26th January, 2002 to remember the vicitims of the disaster.",,news
29688,"On Wednesday, a suicide bomber attacked a camp of the United Nations mission in Mali (MINUSMA) in the outskirts of Ansongo town, killing three civilians - two children and one adult - and wounding 16 people, most of them UN peacekeepers.",,news
29689,"The Bank has already financed the purchase of 550 metric tones of improved millet seeds worth about US$500,000, to distribute to people.",,news
29690,The Department has also asked for help in mobilizing 100 volunteer divers each Sunday for the next couple of months.,,news
29691,"Its three core principles of minimal soil disturbance, permanent soil cover and a crop rotation process that acts as a natural insecticide or herbicide have proven popular in ensuring sustainable and profitable farming here.",,news
29692,"A total of 89,000 health leaflets containing essential messages on prevention of most prevalent diseases were printed and disseminated to the population of RRS and Khatlon regions.",,news
29693,"Although significant pledges had been announced by donor countries, UN Agencies have so far received confirmed contributions amounting to only $67 million, for an overall emergency appeal of $584 million.",,news
29694,It should be kept in mind that the national economy is heavily burdened by many internally displaced persons (IDPs) who left certain areas because of border attacks carried out by unidentified armed groups.,,news
29695,"Since Aug. 4, floods caused by heavy rains have claimed 14 lives and damaged at least 2,800 civilian buildings in this small county.",,news
29696,"The Secretary General of the Organization of Islamic Cooperation (OIC) Prof Ekmeleddin Ihsanoglu, who has been closely following the latest developments in Mali, has expressed his grave concern over the military escalation on the ground.",,news
29697,The cyclone caused extensive damage to people's lives and livelihoods.,,news
29698,"The head of the mayoral office's department of engineering systems in the capital, Dushanbe, Abdusami Latipov, told IRIN that all three boiler-houses of the capital had been repaired and were in a good condition.",,news
29700,"Most children admitted to the hospital suffer from severe acute malnutrition associated with pneumonia, gastroenteritis, intestinal parasites, anaemia, skin lesions, and so on.",,news
29701,"(a) On 4 March, WFP provided seven tons of food to support the population affected by the outbreak of ebola virus in the Cuvette region.",,news
29703,"and another 2,224 have been rehoused.",,news
29704,"For this purpose, PMI Banten sent a number of power generator sets to the location.",,news
